1-110kVⅠ母电压Ua_1,2-110kVⅠ母电压Ub_2,3-110kVⅠ母电压Uc_3,4-110kVⅠ母电压3Uo_4,21-马拉线165电流Ia_21,22-马拉线165电流Ib_22,23-马拉线165电流Ic_23,24-马拉线165电流3Io_24
-30.715248107910156,-52.31418991088867,82.87309265136719,-0.19046658277511597,0.31891316175460815,0.12395954132080078,-0.40705499053001404,0.0
-25.845369338989258,-56.3774299621582,82.14391326904297,-0.09523329138755798,0.28347834944725037,0.12395954132080078,-0.40705499053001404,0.0
-20.880002975463867,-60.05973815917969,80.87577056884766,0.03174442797899246,0.24804356694221497,0.15937654674053192,-0.4247530400753021,-0.017724372446537018
-15.660001754760742,-63.488094329833984,79.32229614257812,0.3491887152194977,0.26576095819473267,0.1770850569009781,-0.40705499053001404,0.0
-10.567317962646484,-66.72599029541016,77.51519012451172,0.44442200660705566,0.23032616078853607,0.21250206232070923,-0.4247530400753021,-0.017724372446537018
-5.538293361663818,-69.83690643310547,75.54956817626953,0.4126775860786438,0.19489136338233948,0.21250206232070923,-0.4247530400753021,0.0
-0.2864634394645691,-72.66212463378906,73.0132827758789,0.19046658277511597,0.17717397212982178,0.24791908264160156,-0.4247530400753021,0.017724372446537018
5.0926833152771,-75.3921127319336,70.22337341308594,-0.06348885595798492,0.15945658087730408,0.26562759280204773,-0.40705499053001404,0.0
10.3763427734375,-78.02687072753906,67.24324035644531,-0.38093316555023193,0.14173917472362518,0.2833361029624939,-0.40705499053001404,-0.017724372446537018
15.596343040466309,-80.37593078613281,64.1679916381836,-0.730121910572052,0.08858698606491089,0.2833361029624939,-0.38935694098472595,-0.017724372446537018
20.68902587890625,-81.96312713623047,60.64889907836914,-0.9840773344039917,0.08858698606491089,0.31875309348106384,-0.38935694098472595,0.0
25.813539505004883,-83.16940307617188,56.74936294555664,-0.9523329138755798,0.05315219238400459,0.33646160364151,-0.38935694098472595,0.0
30.81073570251465,-83.9947509765625,52.659603118896484,-0.730121910572052,0.017717396840453148,0.33646160364151,-0.37165889143943787,-0.017724372446537018
35.64878463745117,-84.37567901611328,48.34791946411133,-0.4761664569377899,-0.017717396840453148,0.37187862396240234,-0.3539608418941498,-0.017724372446537018
40.232200622558594,-84.1217269897461,43.75090408325195,-0.03174442797899246,-0.035434793680906296,0.37187862396240234,-0.3539608418941498,-0.017724372446537018
44.78378677368164,-83.70905303955078,38.93196487426758,0.1587221473455429,-0.07086958736181259,0.3895871341228485,-0.3362628221511841,-0.017724372446537018
49.20805358886719,-83.23289489746094,34.081321716308594,0.19046658277511597,-0.08858698606491089,0.4072956144809723,-0.3008667230606079,0.0
53.47317886352539,-82.6614990234375,29.294084548950195,0.2539554238319397,-0.12402178347110748,0.4072956144809723,-0.2831686735153198,0.0
57.35634994506836,-81.80441284179688,24.380033493041992,0.03174442797899246,-0.15945658087730408,0.3895871341228485,-0.2831686735153198,-0.017724372446537018
60.984886169433594,-80.5029067993164,19.339168548583984,-0.22221100330352783,-0.17717397212982178,0.42500412464141846,-0.2654706537723541,0.0
64.3587875366211,-78.94744873046875,14.266599655151367,-0.4126775860786438,-0.17717397212982178,0.3895871341228485,-0.23007455468177795,-0.017724372446537018
67.5098876953125,-77.1697769165039,9.289141654968262,-0.5713997483253479,-0.19489136338233948,0.4072956144809723,-0.21237652003765106,0.0
70.5336685180664,-75.01118469238281,4.089758396148682,-0.6031441688537598,-0.21260876953601837,0.4072956144809723,-0.1769804209470749,-0.017724372446537018
73.33464050292969,-72.37642669677734,-1.1096243858337402,-0.2539554238319397,-0.23032616078853607,0.4072956144809723,-0.159282386302948,0.0
75.97647094726562,-69.48771667480469,-6.467525005340576,0.09523329138755798,-0.26576095819473267,0.4072956144809723,-0.1415843367576599,0.0
78.49098205566406,-66.47203826904297,-11.762019157409668,0.4126775860786438,-0.28347834944725037,0.4072956144809723,-0.12388630211353302,-0.017724372446537018
80.59171295166016,-63.1071662902832,-17.0565128326416,0.6666330099105835,-0.30119574069976807,0.3895871341228485,-0.10618826001882553,0.0
82.08769226074219,-59.39311218261719,-22.224191665649414,0.7936107516288757,-0.33663055300712585,0.3895871341228485,-0.07079216837882996,-0.017724372446537018
83.07440185546875,-55.425106048583984,-27.233352661132812,0.6666330099105835,-0.33663055300712585,0.3895871341228485,-0.03539608418941498,-0.017724372446537018
83.71098327636719,-51.29838180541992,-32.179107666015625,0.3174442946910858,-0.35434794425964355,0.37187862396240234,0.01769804209470749,0.0
83.96562194824219,-46.88595962524414,-36.96634292602539,0.22221100330352783,-0.35434794425964355,0.3541701138019562,0.0,0.0
83.71098327636719,-42.15609359741211,-41.53165817260742,-0.03174442797899246,-0.37206533551216125,0.31875309348106384,0.053094130009412766,-0.017724372446537018
83.26537322998047,-37.29925537109375,-46.06526565551758,-0.28569987416267395,-0.38978272676467896,0.31875309348106384,0.08849021047353745,0.0
82.85159301757812,-32.44241714477539,-50.535465240478516,-0.38093316555023193,-0.40750014781951904,0.3010445833206177,0.08849021047353745,0.0
82.31050109863281,-27.5220890045166,-54.752037048339844,-0.09523329138755798,-0.40750014781951904,0.2833361029624939,0.12388630211353302,-0.017724372446537018
81.32379150390625,-22.601762771606445,-58.65157699584961,0.0,-0.42521753907203674,0.2833361029624939,0.1415843367576599,0.0
79.82781219482422,-17.554458618164062,-62.20237350463867,0.06348885595798492,-0.42521753907203674,0.2302105724811554,0.19467847049236298,-0.017724372446537018
78.1090316772461,-12.475410461425781,-65.46784210205078,0.2539554238319397,-0.38978272676467896,0.21250206232070923,0.19467847049236298,0.017724372446537018
76.1356201171875,-7.301130771636963,-68.51138305664062,0.4126775860786438,-0.40750014781951904,0.1770850569009781,0.24777260422706604,0.035448744893074036
73.68476104736328,-2.0633630752563477,-71.58662414550781,-0.19046658277511597,-0.38978272676467896,0.19479356706142426,0.24777260422706604,0.05317311733961105
70.8837890625,3.1744048595428467,-74.28142547607422,-0.6666330099105835,-0.35434794425964355,0.15937654674053192,0.3008667230606079,0.1063462346792221
57.197200775146484,3.1744048595428467,-76.05682373046875,-30.91907501220703,3.2068488597869873,2.16043758392334,1.4335414171218872,6.806159019470215
86.89391326904297,13.205523490905762,-51.77190399169922,59.076385498046875,-0.5138044953346252,4.072956085205078,-1.3981454372406006,2.144649028778076
49.590003967285156,-22.411296844482422,-99.16871643066406,-129.39028930664062,-2.002065896987915,4.745879650115967,-0.159282386302948,2.55230975151062
69.99256896972656,15.04667854309082,-77.51519012451172,19.903757095336914,-0.7086958885192871,4.763587951660156,-0.8849021196365356,3.137213945388794
56.46512985229492,23.14141082763672,-78.94184875488281,12.570794105529785,-2.1260876655578613,5.064632415771484,-0.08849021047353745,2.8181753158569336
60.12549591064453,14.221333503723145,-72.94988250732422,7.840874195098877,-0.8327176570892334,6.4104790687561035,-0.6194314956665039,4.8919267654418945
57.45183563232422,30.886959075927734,-76.2470474243164,16.157915115356445,-1.6122831106185913,7.295904159545898,-0.9910904169082642,4.64378547668457
35.967079162597656,20.824094772338867,-101.29285430908203,-75.07557678222656,-1.6654353141784668,8.322998046875,-0.2654706537723541,6.380774021148682
42.937686920166016,36.63262939453125,-70.35018920898438,16.126171112060547,-1.7185875177383423,10.164682388305664,-1.0264865159988403,7.391063213348389
