220kVI母电压_A相_1,220kVI母电压_B相_2,220kVI母电压_C相_3,220kVI母电压_3U0_4,果抚II回线241_A相_25,果抚II回线241_B相_26,果抚II回线241_C相_27,果抚II回线241_3I0_28
58.64796447753906,-79.04773712158203,41.78056335449219,36.40325927734375,0.04651297628879547,0.5550065636634827,22.235795974731445,-22.68036460876465
72.71427917480469,-72.19023132324219,24.604225158691406,43.51011657714844,-0.04651297628879547,0.5012962818145752,11.633605003356934,-11.939478874206543
84.33518981933594,-61.31352996826172,4.0195536613464355,47.57561492919922,-0.13023634254932404,0.375972181558609,0.6132730841636658,-0.6875653266906738
84.60690307617188,-45.69251251220703,-24.883935928344727,24.811939239501953,-0.23256489634513855,0.24169641733169556,-5.528749942779541,5.686351299285889
86.58203887939453,-23.928747177124023,-36.538570404052734,45.74458694458008,-0.23256489634513855,0.11637234687805176,-13.445548057556152,13.769889831542969
77.92906188964844,-2.5689737796783447,-53.383399963378906,39.47565460205078,-0.22326229512691498,0.0626620352268219,-22.114999771118164,22.485244750976562
67.53085327148438,18.707929611206055,-62.49991226196289,42.485984802246094,-0.20465710759162903,-0.05371031165122986,-30.710115432739258,31.172725677490234
48.28111267089844,38.61747360229492,-71.35742950439453,28.163646697998047,-0.16744671761989594,-0.13427577912807465,-36.926475524902344,37.45372772216797
28.2266845703125,55.93732833862305,-73.3050537109375,20.34299659729004,-0.16744671761989594,-0.24169641733169556,-40.531776428222656,41.12384033203125
5.110273361206055,70.19098663330078,-72.2794418334961,7.1378936767578125,-0.14884153008460999,-0.2685515582561493,-41.23796844482422,41.84857177734375
-16.17730712890625,79.87643432617188,-66.99600982666016,-4.701699733734131,-0.06511817127466202,-0.30435845255851746,-39.0450553894043,39.637210845947266
-37.32903289794922,83.27410888671875,-57.50654983520508,-19.148176193237305,0.027907786890864372,-0.2685515582561493,-33.63710021972656,34.099525451660156
-58.156795501708984,80.46688842773438,-42.992645263671875,-35.0067138671875,0.14884153008460999,-0.17008265852928162,-25.2742862701416,25.560705184936523
-72.9337387084961,72.40776824951172,-26.116737365722656,-45.946311950683594,0.2139596939086914,-0.05371031165122986,-14.161033630371094,14.327375411987305
-84.76365661621094,60.992408752441406,-6.008610725402832,-52.416969299316406,0.2883804738521576,0.05371031165122986,-2.0535356998443604,2.0348217487335205
-84.0321273803711,44.874168395996094,23.72365379333496,-27.542959213256836,0.3628012239933014,0.11637234687805176,5.3243255615234375,-5.509814262390137
-85.84005737304688,24.156639099121094,35.70979690551758,-45.698036193847656,0.4279193878173828,0.24169641733169556,13.640680313110352,-14.03934097290039
-78.10671997070312,1.999241590499878,50.62772750854492,-45.279075622558594,0.4372220039367676,0.3580687642097473,23.23004150390625,-23.7674617767334
-67.37409973144531,-18.54218864440918,61.1945915222168,-43.69632339477539,0.41861680150032043,0.49234452843666077,32.10391616821289,-32.78014373779297
-48.416969299316406,-38.824649810791016,69.24405670166016,-31.949832916259766,0.3907090127468109,0.617668628692627,39.02647018432617,-39.878787994384766
-28.529748916625977,-56.05127716064453,72.69383239746094,-21.661954879760742,0.33489343523979187,0.6982340812683105,43.21717071533203,-44.11567687988281
-5.622345924377441,-70.83323669433594,72.2794418334961,-8.705126762390137,0.2790778577327728,0.7161375284194946,44.2114143371582,-45.08198547363281
16.595325469970703,-80.36329650878906,67.75226593017578,6.486173152923584,0.23256489634513855,0.7161375284194946,41.6746940612793,-42.508262634277344
37.84110641479492,-82.6629409790039,57.67230224609375,21.941265106201172,0.14884153008460999,0.6803306341171265,35.65346908569336,-36.35734176635742
57.7910270690918,-79.65890502929688,43.36559295654297,36.65153121948242,0.018605191260576248,0.6355720162391663,26.58445930480957,-27.11237335205078
72.7247314453125,-72.5838623046875,27.214862823486328,47.40492630004883,-0.055815573781728745,0.5281513929367065,15.164570808410645,-15.414471626281738
84.82636260986328,-61.5724983215332,7.5936408042907715,54.12385559082031,-0.14884153008460999,0.375972181558609,2.787605047225952,-2.8617584705352783
84.73230743408203,-45.619998931884766,-22.780921936035156,28.799850463867188,-0.1767493188381195,0.2506481409072876,-5.231405258178711,5.342568397521973
85.9445571899414,-23.566190719604492,-35.585479736328125,47.31182098388672,-0.2511700689792633,0.15217922627925873,-14.003068923950195,14.290209770202637
78.32617950439453,-1.5641734600067139,-50.75204086303711,46.21010208129883,-0.29768306016921997,0.07161375135183334,-23.657474517822266,24.018329620361328
67.3636474609375,18.666494369506836,-60.479774475097656,45.31010818481445,-0.26977527141571045,-0.0626620352268219,-32.90303039550781,33.40266799926758
48.72003173828125,38.54496383666992,-69.036865234375,32.72569274902344,-0.24186748266220093,-0.17903438210487366,-39.92779541015625,40.50131607055664
28.686504364013672,55.84410095214844,-71.91685485839844,23.570566177368164,-0.19535450637340546,-0.30435845255851746,-44.257877349853516,44.91474151611328
6.061264991760254,70.6156997680664,-71.87541961669922,10.024085998535156,-0.14884153008460999,-0.34016531705856323,-45.419376373291016,46.11333465576172
-16.26091194152832,80.24935150146484,-67.89730072021484,-5.539626121520996,-0.055815573781728745,-0.3312135934829712,-43.15212631225586,43.79047775268555
-37.684349060058594,83.06693267822266,-58.22136688232422,-21.165407180786133,0.027907786890864372,-0.2954067289829254,-37.19594192504883,37.69530487060547
-58.26129913330078,79.82463836669922,-43.552066802978516,-37.2567024230957,0.13023634254932404,-0.2058895379304886,-27.968969345092773,28.31096649169922
-72.87104034423828,72.0555648803711,-27.16306495666504,-48.55319595336914,0.19535450637340546,-0.09846890717744827,-16.177400588989258,16.36219596862793
-84.30384063720703,60.774871826171875,-7.676518440246582,-54.99281692504883,0.2883804738521576,0.017903437837958336,-3.4380462169647217,3.447118043899536
-84.13662719726562,45.4024658203125,21.786394119262695,-29.96363639831543,0.38140642642974854,0.1432275027036667,5.082733154296875,-5.296111583709717
-85.92366027832031,24.208433151245117,34.86030197143555,-47.6376838684082,0.4279193878173828,0.25959983468055725,14.058821678161621,-14.438872337341309
-78.44113159179688,1.7091962099075317,49.29132843017578,-48.91008758544922,0.44652459025382996,0.3580687642097473,24.214996337890625,-24.76164436340332
-67.26959228515625,-18.770082473754883,60.158626556396484,-45.57389831542969,0.4279193878173828,0.49234452843666077,33.59993362426758,-34.313228607177734
-48.46921920776367,-39.0111083984375,68.6328353881836,-33.78085708618164,0.41861680150032043,0.6087169051170349,40.801246643066406,-41.65345001220703
-28.383441925048828,-55.75087356567383,71.83397674560547,-22.748157501220703,0.37210381031036377,0.7161375284194946,45.14990997314453,-46.09475326538086
-5.820904731750488,-70.6882095336914,71.61642456054688,-9.682707786560059,0.3162882626056671,0.7608960866928101,46.21849060058594,-47.191139221191406
16.14595603942871,-80.36329650878906,67.33788299560547,4.8723883628845215,0.2511700689792633,0.7608960866928101,43.95124053955078,-44.868282318115234
37.82020568847656,-82.942626953125,57.99345397949219,21.413681030273438,0.1395389288663864,0.7161375284194946,38.07868576049805,-38.79169464111328
58.114994049072266,-79.87643432617188,43.80070114135742,37.45842361450195,0.027907786890864372,0.6445237398147583,28.805252075195312,-29.30514907836914
73.09049987792969,-72.33525085449219,27.836442947387695,49.53077697753906,-0.055815573781728745,0.5102480053901672,16.846426010131836,-17.161258697509766
