巡检司红河线_5,巡检司红河线_6,巡检司红河线_7,巡检司红河线_8,巡检司红河线_29,巡检司红河线_30,巡检司红河线_31,巡检司红河线_32
-84.93724060058594,67.2326431274414,17.836328506469727,-0.22564400732517242,-0.07175499945878983,-0.11758500337600708,-0.044909000396728516,-0.10805100202560425
-86.39894104003906,63.2819938659668,23.164169311523438,-0.5368840098381042,-0.06829500198364258,-0.12450499832630157,-0.04836900159716606,-0.1045909970998764
-87.52698516845703,59.005428314208984,28.388633728027344,-0.6613799929618835,-0.06137499958276749,-0.12104500085115433,-0.044909000396728516,-0.1045909970998764
-88.23400115966797,54.44270324707031,33.65285873413086,-0.5913509726524353,-0.06137499958276749,-0.12450499832630157,-0.04836900159716606,-0.10805100202560425
-88.4405517578125,49.66535568237305,38.8773193359375,-0.3501400053501129,-0.054455000907182693,-0.12450499832630157,-0.04836900159716606,-0.1045909970998764
-88.5438232421875,44.84031295776367,44.109737396240234,-0.10892900079488754,-0.054455000907182693,-0.12450499832630157,-0.055289000272750854,-0.1045909970998764
-88.45643615722656,39.8006477355957,49.00021743774414,0.12450099736452103,-0.0475349985063076,-0.12450499832630157,-0.055289000272750854,-0.1045909970998764
-88.17044830322266,34.85636901855469,53.691898345947266,0.15562500059604645,-0.044075001031160355,-0.13142499327659607,-0.06220899894833565,-0.1045909970998764
-87.49520874023438,29.82465171813965,58.017784118652344,0.007786000147461891,-0.04061499983072281,-0.13142499327659607,-0.06220899894833565,-0.1045909970998764
-86.45455169677734,24.55446434020996,62.18463134765625,-0.09336700290441513,-0.04061499983072281,-0.1348849982023239,-0.06220899894833565,-0.1045909970998764
-85.02462768554688,19.061704635620117,66.04135131835938,-0.3267970085144043,-0.033695001155138016,-0.12796500325202942,-0.06220899894833565,-0.1045909970998764
-83.21339416503906,13.592793464660645,69.60385131835938,-0.40460699796676636,-0.026775000616908073,-0.13142499327659607,-0.06912899762392044,-0.1045909970998764
-80.9334716796875,8.052339553833008,73.11067962646484,-0.2956730127334595,-0.01985500007867813,-0.13834500312805176,-0.07258900254964828,-0.1045909970998764
-78.29605865478516,2.488039970397949,76.2358169555664,0.023347999900579453,-0.026775000616908073,-0.1418049931526184,-0.07604900002479553,-0.10805100202560425
-75.43621826171875,-3.0762600898742676,79.2098617553711,0.3968360126018524,-0.016395000740885735,-0.13834500312805176,-0.07604900002479553,-0.10805100202560425
-72.38572692871094,-8.529273986816406,81.76245880126953,0.7781050205230713,-0.016395000740885735,-0.13834500312805176,-0.08296900242567062,-0.10805100202560425
-69.09690856933594,-13.942543029785156,83.84587860107422,0.8714770078659058,-0.012934999540448189,-0.13142499327659607,-0.08642899990081787,-0.10805100202560425
-65.45855712890625,-19.33196449279785,85.74640655517578,0.8559150099754333,-0.012934999540448189,-0.13834500312805176,-0.08642899990081787,-0.10805100202560425
-61.58188247680664,-24.625999450683594,87.03462982177734,0.630266010761261,-0.012934999540448189,-0.13142499327659607,-0.09680899977684021,-0.10805100202560425
-57.30006790161133,-30.039268493652344,87.89344787597656,0.28012099862098694,-0.012934999540448189,-0.13142499327659607,-0.09680899977684021,-0.1045909970998764
-52.70843505859375,-35.293556213378906,88.51370239257812,0.054471999406814575,-0.0025549998972564936,-0.13142499327659607,-0.10026899725198746,-0.10805100202560425
-47.854652404785156,-40.571693420410156,88.73635864257812,-0.015557000413537025,-0.0025549998972564936,-0.12796500325202942,-0.09680899977684021,-0.10805100202560425
-42.83404541015625,-45.674949645996094,88.943115234375,0.10893899947404861,-0.0025549998972564936,-0.12450499832630157,-0.1037290021777153,-0.11497099697589874
-37.74988555908203,-50.468196868896484,88.89540100097656,0.3423689901828766,0.0009050000226125121,-0.12796500325202942,-0.1106489971280098,-0.10805100202560425
-32.72927474975586,-55.09451675415039,88.51370239257812,0.4902079999446869,0.0009050000226125121,-0.12450499832630157,-0.1106489971280098,-0.10805100202560425
-27.573619842529297,-59.41877365112305,87.79802703857422,0.6613900065422058,0.0009050000226125121,-0.12104500085115433,-0.1106489971280098,-0.1045909970998764
-22.33057975769043,-63.54430389404297,86.63703155517578,0.6691709756851196,0.0009050000226125121,-0.12104500085115433,-0.12448900192975998,-0.10805100202560425
-17.055763244628906,-67.28828430175781,84.95915985107422,0.357930988073349,0.0009050000226125121,-0.12104500085115433,-0.12448900192975998,-0.10805100202560425
-11.701507568359375,-71.01636505126953,82.95525360107422,0.015567000024020672,0.0009050000226125121,-0.11066500097513199,-0.12448900192975998,-0.10805100202560425
-6.1883721351623535,-74.4423828125,80.68098449707031,-0.37348300218582153,0.0009050000226125121,-0.1037449985742569,-0.12794899940490723,-0.10805100202560425
-0.5719640254974365,-77.5901870727539,78.03296661376953,-0.6380370259284973,0.007825000211596489,-0.1037449985742569,-0.12794899940490723,-0.10805100202560425
4.980892181396484,-80.46772766113281,75.21796417236328,-0.8481240272521973,0.0009050000226125121,-0.10028500109910965,-0.13140900433063507,-0.1045909970998764
10.462251663208008,-82.97960662841797,72.25186157226562,-0.9726200103759766,0.0009050000226125121,-0.0968250036239624,-0.13832899928092957,-0.10805100202560425
15.935667991638184,-85.07814025878906,68.88021850585938,-0.964838981628418,-0.0025549998972564936,-0.10028500109910965,-0.13832899928092957,-0.10805100202560425
21.218427658081055,-86.63614654541016,65.20639038085938,-0.964838981628418,-0.0025549998972564936,-0.0968250036239624,-0.13832899928092957,-0.10805100202560425
26.540908813476562,-87.88414001464844,61.015689849853516,-0.8948100209236145,0.0009050000226125121,-0.09336499869823456,-0.1487089991569519,-0.10805100202560425
31.88722038269043,-88.65519714355469,56.57847213745117,-0.8636860251426697,-0.006014999933540821,-0.08990500122308731,-0.15216900408267975,-0.10805100202560425
37.13820266723633,-89.04469299316406,51.616424560546875,-0.8792480230331421,-0.009475000202655792,-0.08644499629735947,-0.1487089991569519,-0.10805100202560425
42.30180358886719,-89.21957397460938,46.6782341003418,-0.8403429985046387,-0.009475000202655792,-0.07606499642133713,-0.1487089991569519,-0.10805100202560425
47.29063415527344,-89.2911148071289,41.644615173339844,-0.7703139781951904,-0.012934999540448189,-0.07952500134706497,-0.15216900408267975,-0.1045909970998764
52.23180389404297,-89.07649230957031,36.658714294433594,-0.6458179950714111,-0.009475000202655792,-0.07606499642133713,-0.15216900408267975,-0.10805100202560425
56.79960250854492,-88.48031616210938,31.625097274780273,-0.466854989528656,-0.012934999540448189,-0.07260499894618988,-0.15216900408267975,-0.10805100202560425
60.954315185546875,-87.43899536132812,26.535816192626953,-0.3579210042953491,-0.012934999540448189,-0.06914500147104263,-0.15216900408267975,-0.10805100202560425
64.98192596435547,-86.11151123046875,21.192073822021484,-0.22564400732517242,-0.016395000740885735,-0.06914500147104263,-0.15216900408267975,-0.1045909970998764
68.54878234863281,-84.19580841064453,15.776761054992676,-0.14005300402641296,-0.01985500007867813,-0.05530500039458275,-0.15216900408267975,-0.1045909970998764
71.98853302001953,-81.9859848022461,10.138792991638184,-0.16339600086212158,-0.026775000616908073,-0.05530500039458275,-0.1556289941072464,-0.1045909970998764
75.11052703857422,-79.4979476928711,4.484920978546143,-0.21008199453353882,-0.026775000616908073,-0.05530500039458275,-0.15216900408267975,-0.1045909970998764
77.98625183105469,-76.74758911132812,-1.1371430158615112,-0.22564400732517242,-0.03023499995470047,-0.048385001718997955,-0.15216900408267975,-0.10805100202560425
80.71104431152344,-73.79056549072266,-6.743302822113037,-0.14005300402641296,-0.03715499863028526,-0.04492500051856041,-0.1556289941072464,-0.10805100202560425
82.99097442626953,-70.62686157226562,-12.118855476379395,-0.0077760000713169575,-0.044075001031160355,-0.04492500051856041,-0.15216900408267975,-0.10805100202560425
73.82359313964844,-70.03863525390625,-19.983383178710938,-28.78191375732422,1.5925049781799316,-0.22138500213623047,-0.3874489963054657,1.106408953666687
58.98420333862305,-73.61568450927734,-33.0167121887207,-81.37369537353516,2.741225004196167,-0.09336499869823456,-0.1037290021777153,2.6668689250946045
47.997650146484375,-75.03060913085938,-44.49144744873047,-121.67149353027344,3.831125020980835,-0.09336499869823456,-0.2075289934873581,3.659888982772827
41.20553207397461,-71.24688720703125,-50.105560302734375,-137.7392578125,4.696125030517578,-0.06568499654531479,-0.23520900309085846,4.517969131469727
34.97743606567383,-68.68730926513672,-57.683815002441406,-156.97389221191406,5.350065231323242,0.013895000331103802,-0.06912899762392044,5.414109230041504
32.15731430053711,-63.71123123168945,-63.719383239746094,-163.06640625,6.07320499420166,0.0035149999894201756,-0.13140900433063507,6.04728889465332
33.110595703125,-55.65094757080078,-64.6100082397461,-149.30181884765625,6.789424896240234,0.02081499993801117,-0.12102899700403214,6.787728786468506
36.0816535949707,-46.05650329589844,-64.76109313964844,-128.38648986816406,7.509105205535889,0.024274999275803566,-0.06220899894833565,7.576609134674072
39.65645217895508,-35.404842376708984,-64.01360321044922,-102.79478454589844,8.370644569396973,-0.0518449991941452,-0.17984899878501892,8.2340087890625
44.58967590332031,-26.827871322631836,-64.74519348144531,-80.57225036621094,9.156064987182617,-0.05530500039458275,-0.1625490039587021,9.02980899810791
