220kVⅡ母电压_A相_1,220kVⅡ母电压_B相_2,220kVⅡ母电压_C相_3,220kVⅡ母电压_3U0_4,宝江I回228断路器_A相_17,宝江I回228断路器_B相_18,宝江I回228断路器_C相_19,宝江I回228断路器_3I0_20
84.98332214355469,-36.48157501220703,-48.494056701660156,0.07760795950889587,0.14750167727470398,-0.0665670782327652,-0.0779666155576706,-0.0018976266728714108
80.9389877319336,-15.464112281799316,-65.23011779785156,0.48116937279701233,0.1417548656463623,-0.028528748080134392,-0.10649098455905914,-0.0018976266728714108
71.21583557128906,7.2692766189575195,-78.33016204833984,0.35699662566185,0.13217683136463165,0.009509582072496414,-0.1293104737997055,0.0037952533457428217
56.191043853759766,28.9315128326416,-85.77880096435547,-0.9002523422241211,0.10918955504894257,0.04754791408777237,-0.14642509818077087,0.0018976266728714108
35.69697570800781,48.71143341064453,-84.77110290527344,-0.15521591901779175,0.07470864057540894,0.07797857373952866,-0.150228351354599,0.0
15.035268783569336,65.27789306640625,-81.41558074951172,-0.6984716653823853,0.038312122225761414,0.11031115800142288,-0.14832672476768494,0.0
-7.334277629852295,78.58930206298828,-71.17240142822266,0.7450364232063293,0.0,0.1293303221464157,-0.13121210038661957,0.0018976266728714108
-29.26376724243164,85.56739044189453,-56.41018295288086,0.38803982734680176,-0.038312122225761414,0.14454565942287445,-0.11029423028230667,-0.0037952533457428217
-48.84628677368164,84.99541473388672,-36.526371002197266,-0.20178070664405823,-0.06704621762037277,0.15025140345096588,-0.0779666155576706,-0.0037952533457428217
-65.6103515625,81.32437896728516,-15.489425659179688,0.7139932513237,-0.09961152076721191,0.14454565942287445,-0.043737366795539856,0.0
-78.82252502441406,71.10163879394531,7.220088005065918,-0.6984716653823853,-0.11685197800397873,0.1293303221464157,-0.00570487417280674,0.0
-85.94725036621094,56.41748809814453,28.693355560302734,-1.2106841802597046,-0.13600803911685944,0.11221307516098022,0.032327618449926376,0.0018976266728714108
-84.76329040527344,36.42958068847656,48.29667282104492,-0.06208636984229088,-0.13983924686908722,0.08178240805864334,0.06275361776351929,0.0
-81.16949462890625,15.432912826538086,65.16778564453125,-0.5587773323059082,-0.13792364299297333,0.03803832828998566,0.09888448566198349,0.0
-71.25774383544922,-7.300475120544434,78.09122467041016,-0.5122125744819641,-0.122598797082901,0.0019019164610654116,0.11980235576629639,0.0
-55.98149108886719,-28.91071319580078,85.57102966308594,1.3348569869995117,-0.1034427359700203,-0.030430663377046585,0.1350153535604477,0.0018976266728714108
-35.71792984008789,-48.617835998535156,84.35556030273438,0.2483454793691635,-0.07470864057540894,-0.06276324391365051,0.13881860673427582,0.0037952533457428217
-15.29720687866211,-65.34029388427734,81.02081298828125,0.6829500794410706,-0.03639651834964752,-0.0931939110159874,0.13121210038661957,0.0
7.533350467681885,-78.79729461669922,71.02696228027344,-0.35699662566185,0.0076624248176813126,-0.11601690948009491,0.12360560894012451,0.005692880135029554
29.23233413696289,-85.9833755493164,56.441349029541016,-0.48116937279701233,0.044058941304683685,-0.13503606617450714,0.09888448566198349,0.0037952533457428217
48.60530471801758,-85.32820129394531,36.80686569213867,0.2793886661529541,0.07470864057540894,-0.1331341564655304,0.06845849007368088,0.005692880135029554
65.32745361328125,-81.41797637939453,15.58292293548584,-0.5432557463645935,0.10535833984613419,-0.13123223185539246,0.032327618449926376,0.0018976266728714108
78.67584228515625,-71.37202453613281,-7.116201400756836,0.7295148372650146,0.12834560871124268,-0.119820736348629,-0.007606498897075653,0.0018976266728714108
86.08346557617188,-56.76067352294922,-28.610246658325195,1.1796410083770752,0.1436704695224762,-0.09699773788452148,-0.04183574393391609,0.0018976266728714108
84.87854766845703,-36.533573150634766,-48.50444412231445,-0.046564776450395584,0.14941728115081787,-0.0665670782327652,-0.0779666155576706,0.0037952533457428217
81.02281188964844,-15.536908149719238,-65.16778564453125,0.46564778685569763,0.1436704695224762,-0.030430663377046585,-0.1140974834561348,-0.0018976266728714108
71.19487762451172,7.092484474182129,-78.28860473632812,0.07760795950889587,0.13026122748851776,0.009509582072496414,-0.13311372697353363,0.0
56.222476959228516,28.785919189453125,-85.86190795898438,-1.1485978364944458,0.10727394372224808,0.04184216260910034,-0.14832672476768494,0.0018976266728714108
35.937957763671875,48.721832275390625,-84.71916198730469,0.2638670802116394,0.08045545965433121,0.07227282971143723,-0.14832672476768494,0.0037952533457428217
15.569622993469238,65.38188934326172,-81.2909164428711,-0.21730229258537292,0.038312122225761414,0.1065073236823082,-0.14832672476768494,0.0037952533457428217
-7.302845001220703,78.59970092773438,-71.23473358154297,0.8226444125175476,0.0019156062044203281,0.1293303221464157,-0.13121210038661957,0.0037952533457428217
-29.37902069091797,85.46339416503906,-56.566009521484375,-0.5432557463645935,-0.03639651834964752,0.15025140345096588,-0.10649098455905914,0.0018976266728714108
-48.5843505859375,85.30740356445312,-36.225101470947266,0.09312955290079117,-0.07279303669929504,0.14834949374198914,-0.0779666155576706,0.0037952533457428217
-65.46366119384766,81.41797637939453,-15.666031837463379,0.7139932513237,-0.09961152076721191,0.14454565942287445,-0.04183574393391609,0.0037952533457428217
-78.6444091796875,71.1120376586914,7.334362506866455,-0.3414750397205353,-0.12068319320678711,0.1331341564655304,-0.0038032494485378265,0.0018976266728714108
-85.94725036621094,56.427886962890625,28.71413230895996,-1.2106841802597046,-0.13600803911685944,0.10840924084186554,0.03422924503684044,0.00948813371360302
-84.72138214111328,36.38798141479492,48.25511932373047,-0.06208636984229088,-0.14941728115081787,0.07037091255187988,0.06655686348676682,0.005692880135029554
-81.14854431152344,15.49531078338623,65.14701080322266,-0.3414750397205353,-0.1417548656463623,0.039940245449543,0.09698285907506943,0.005692880135029554
-71.28917694091797,-7.2380781173706055,78.03927612304688,-0.46564778685569763,-0.12451440095901489,0.003803832922130823,0.12170398235321045,0.005692880135029554
-56.117698669433594,-28.91071319580078,85.60218811035156,1.4745513200759888,-0.10535833984613419,-0.03233258053660393,0.13691698014736176,0.0
-35.80175018310547,-48.53464126586914,84.35556030273438,0.17073751986026764,-0.07470864057540894,-0.06846899539232254,0.13881860673427582,0.0
-15.381027221679688,-65.34029388427734,80.9896469116211,0.620863676071167,-0.03448091074824333,-0.09509582817554474,0.1350153535604477,0.007590506691485643
7.418097972869873,-78.73489379882812,71.08929443359375,-0.2638670802116394,0.0038312124088406563,-0.11601690948009491,0.12170398235321045,0.005692880135029554
29.20090103149414,-86.29535675048828,56.64912033081055,-0.41908299922943115,0.045974548906087875,-0.1426437348127365,0.1083926111459732,0.005692880135029554
48.521484375,-85.36980438232422,36.81725311279297,0.20178070664405823,0.07470864057540894,-0.13883990049362183,0.06655686348676682,0.0018976266728714108
65.21220397949219,-81.469970703125,15.676421165466309,-0.46564778685569763,0.10535833984613419,-0.1331341564655304,0.032327618449926376,0.0018976266728714108
78.6339340209961,-71.43441772460938,-7.001926898956299,0.6519069075584412,0.13026122748851776,-0.12172265350818634,-0.0038032494485378265,0.0018976266728714108
86.06250762939453,-56.81267166137695,-28.58946990966797,1.1951626539230347,0.1417548656463623,-0.10080157220363617,-0.04183574393391609,0.0037952533457428217
85.0042724609375,-36.575172424316406,-48.41094970703125,0.10865114629268646,0.14750167727470398,-0.06276324391365051,-0.0779666155576706,0.0018976266728714108
83.02401733398438,-14.028975486755371,-63.22511291503906,9.002523422241211,0.11685197800397873,-0.07227282971143723,-0.16353972256183624,0.12334573268890381
60.9373664855957,-0.769565761089325,-62.39402389526367,-4.26843786239624,0.2873409390449524,0.02662683092057705,-2.4854235649108887,2.170884847640991
45.87066650390625,15.48491096496582,-63.96270751953125,-1.6297671794891357,0.2605224549770355,0.9262333512306213,-4.598128318786621,3.4119327068328857
30.16483497619629,32.74814224243164,-62.88228988647461,-0.09312955290079117,0.20113864541053772,2.455374240875244,-6.699423789978027,4.021070957183838
9.765066146850586,43.2620735168457,-56.836116790771484,-6.270723342895508,0.33331549167633057,4.2793121337890625,-8.796916007995605,4.153904914855957
-5.794079303741455,51.0305290222168,-52.5663948059082,-11.95162582397461,0.19347622990608215,6.361910820007324,-10.690934181213379,4.100771427154541
-30.479162216186523,57.977420806884766,-38.68720245361328,-20.02285385131836,0.20113864541053772,8.547212600708008,-12.280692100524902,3.487837791442871
-47.77758026123047,61.045284271240234,-22.85495376586914,-17.15135955810547,0.038312122225761414,10.656437873840332,-13.33609390258789,2.565591335296631
-64.82453155517578,60.15092468261719,-7.988845348358154,-22.630481719970703,-0.02681848593056202,12.505101203918457,-13.885663986206055,1.3321338891983032
-76.50698852539062,55.04475021362305,10.315895080566406,-19.914203643798828,-0.12834560871124268,13.961969375610352,-13.857139587402344,-0.06072405353188515
-84.05081939697266,46.60032653808594,22.429019927978516,-26.790267944335938,-0.2030542641878128,14.872986793518066,-13.218193054199219,-1.5408729314804077
-80.84469604492188,33.673702239990234,37.73145294189453,-17.21344566345215,-0.29308775067329407,15.179195404052734,-11.993547439575195,-2.9754786491394043
-78.62345123291016,19.977510452270508,48.30706024169922,-18.765605926513672,-0.35821837186813354,14.80642032623291,-10.263068199157715,-4.25637674331665
-69.57086181640625,4.731789588928223,54.86227798461914,-17.694616317749023,-0.42334896326065063,13.767973899841309,-8.129446029663086,-5.275402069091797
-53.66595458984375,-10.721922874450684,61.04350280761719,-6.14655065536499,-0.4520830512046814,12.119011878967285,-5.7333984375,-5.977524280548096
-34.99497985839844,-25.302074432373047,58.28013229370117,-3.725182294845581,-0.4539986550807953,9.952729225158691,-3.2232539653778076,-6.302018165588379
-15.381027221679688,-38.811073303222656,55.4752082824707,2.436890125274658,-0.4329270124435425,7.396553039550781,-0.762551486492157,-6.228010654449463
7.659080982208252,-49.137813568115234,47.19548034667969,10.461553573608398,-0.3716275990009308,4.6159515380859375,1.4604477882385254,-5.723242282867432
